TotalCharge,Groups,Envelope ,Miles
1669.57,Std -- No Offer,Standard,No Offer
279.07,Std -- No Offer,Standard,No Offer
2427.24,Std -- No Offer,Standard,No Offer
260.27,Std -- No Offer,Standard,No Offer
2163.96,Std -- No Offer,Standard,No Offer
2797.92,Std -- No Offer,Standard,No Offer
2398.49,Std -- No Offer,Standard,No Offer
250,Std -- No Offer,Standard,No Offer
1794.78,Std -- No Offer,Standard,No Offer
2260.12,Std -- No Offer,Standard,No Offer
2427.87,Std -- No Offer,Standard,No Offer
956.1,Std -- No Offer,Standard,No Offer
254.72,Std -- No Offer,Standard,No Offer
519.53,Std -- No Offer,Standard,No Offer
1591.82,Std -- No Offer,Standard,No Offer
1596.85,Std -- No Offer,Standard,No Offer
2392.84,Std -- No Offer,Standard,No Offer
1922.96,Std -- No Offer,Standard,No Offer
2808.36,Std -- No Offer,Standard,No Offer
1424.83,Std -- No Offer,Standard,No Offer
2002.36,Std -- No Offer,Standard,No Offer
1432.99,Std -- No Offer,Standard,No Offer
1846.64,Std -- No Offer,Standard,No Offer
1661.89,Std -- No Offer,Standard,No Offer
2018.13,Std -- No Offer,Standard,No Offer
2835.7,Std -- No Offer,Standard,No Offer
1637.82,Std -- No Offer,Standard,No Offer
2100.22,Std -- No Offer,Standard,No Offer
2361.82,Std -- No Offer,Standard,No Offer
3159.2,Std -- No Offer,Standard,No Offer
1250.62,Std -- No Offer,Standard,No Offer
-151.03,Std -- No Offer,Standard,No Offer
972.14,Std -- No Offer,Standard,No Offer
1296.95,Std -- No Offer,Standard,No Offer
657.66,Std -- No Offer,Standard,No Offer
965.27,Std -- No Offer,Standard,No Offer
250,Std -- No Offer,Standard,No Offer
2295.65,Std -- No Offer,Standard,No Offer
1381.62,Std -- No Offer,Standard,No Offer
2700.47,Std -- No Offer,Standard,No Offer
748.17,Std -- No Offer,Standard,No Offer
292.5,Std -- No Offer,Standard,No Offer
2124.57,Std -- No Offer,Standard,No Offer
2241.95,Std -- No Offer,Standard,No Offer
2559.92,Std -- No Offer,Standard,No Offer
2151.34,Std -- No Offer,Standard,No Offer
265.1,Std -- No Offer,Standard,No Offer
250,Std -- No Offer,Standard,No Offer
1565.43,Std -- No Offer,Standard,No Offer
1495.19,Std -- No Offer,Standard,No Offer
1070.74,Std -- No Offer,Standard,No Offer
2202.44,Std -- No Offer,Standard,No Offer
907.33,Std -- No Offer,Standard,No Offer
1600.84,Std -- No Offer,Standard,No Offer
354.95,Std -- No Offer,Standard,No Offer
1262.14,Std -- No Offer,Standard,No Offer
2467.26,Std -- No Offer,Standard,No Offer
379.6,Std -- No Offer,Standard,No Offer
2549.12,Std -- No Offer,Standard,No Offer
2672.18,Std -- No Offer,Standard,No Offer
250,Std -- No Offer,Standard,No Offer
1085.89,Std -- No Offer,Standard,No Offer
1908.24,Std -- No Offer,Standard,No Offer
2076.59,Std -- No Offer,Standard,No Offer
688.3,Std -- No Offer,Standard,No Offer
2140.58,Std -- No Offer,Standard,No Offer
1784.32,Std -- No Offer,Standard,No Offer
2656.56,Std -- No Offer,Standard,No Offer
2303.18,Std -- No Offer,Standard,No Offer
1235.34,Std -- No Offer,Standard,No Offer
1319.7,Std -- No Offer,Standard,No Offer
1505.6,Std -- No Offer,Standard,No Offer
2946.22,Std -- No Offer,Standard,No Offer
1558.08,Std -- No Offer,Standard,No Offer
312.73,Std -- No Offer,Standard,No Offer
2616.49,Std -- No Offer,Standard,No Offer
2167.48,Std -- No Offer,Standard,No Offer
405.04,Std -- No Offer,Standard,No Offer
2691.55,Std -- No Offer,Standard,No Offer
1149.72,Std -- No Offer,Standard,No Offer
1153.66,Std -- No Offer,Standard,No Offer
1302.23,Std -- No Offer,Standard,No Offer
2316.68,Std -- No Offer,Standard,No Offer
251.19,Std -- No Offer,Standard,No Offer
2137.26,Std -- No Offer,Standard,No Offer
2860.03,Std -- No Offer,Standard,No Offer
1692.99,Std -- No Offer,Standard,No Offer
2147.99,Std -- No Offer,Standard,No Offer
1377.18,Std -- No Offer,Standard,No Offer
2333.92,Std -- No Offer,Standard,No Offer
1338.88,Std -- No Offer,Standard,No Offer
1208.74,Std -- No Offer,Standard,No Offer
2182.9,Std -- No Offer,Standard,No Offer
1662.34,Std -- No Offer,Standard,No Offer
250,Std -- No Offer,Standard,No Offer
749.56,Std -- No Offer,Standard,No Offer
1819.51,Std -- No Offer,Standard,No Offer
1903.15,Std -- No Offer,Standard,No Offer
956.77,Std -- No Offer,Standard,No Offer
1752.37,Std -- No Offer,Standard,No Offer
1479.71,Std -- No Offer,Standard,No Offer
325.61,Std -- No Offer,Standard,No Offer
250,Std -- No Offer,Standard,No Offer
399.08,Std -- No Offer,Standard,No Offer
3041.39,Std -- No Offer,Standard,No Offer
2397.67,Std -- No Offer,Standard,No Offer
2418.53,Std -- No Offer,Standard,No Offer
2333.41,Std -- No Offer,Standard,No Offer
3054.8,Std -- No Offer,Standard,No Offer
2211.1,Std -- No Offer,Standard,No Offer
974.37,Std -- No Offer,Standard,No Offer
296.57,Std -- No Offer,Standard,No Offer
1076.14,Std -- No Offer,Standard,No Offer
294.62,Std -- No Offer,Standard,No Offer
2063.28,Std -- No Offer,Standard,No Offer
3099.27,Std -- No Offer,Standard,No Offer
2211.32,Std -- No Offer,Standard,No Offer
1286.39,Std -- No Offer,Standard,No Offer
340.08,Std -- No Offer,Standard,No Offer
2580.74,Std -- No Offer,Standard,No Offer
352.59,Std -- No Offer,Standard,No Offer
2385.08,Std -- No Offer,Standard,No Offer
250,Std -- No Offer,Standard,No Offer
3064.18,Std -- No Offer,Standard,No Offer
647.46,Std -- No Offer,Standard,No Offer
3278.45,Std -- No Offer,Standard,No Offer
1186.27,Std -- No Offer,Standard,No Offer
1895.16,Std -- No Offer,Standard,No Offer
1268.53,Std -- No Offer,Standard,No Offer
1746.76,Std -- No Offer,Standard,No Offer
2047.71,Std -- No Offer,Standard,No Offer
1801.95,Std -- No Offer,Standard,No Offer
2321.65,Std -- No Offer,Standard,No Offer
3108.37,Std -- No Offer,Standard,No Offer
273.01,Std -- No Offer,Standard,No Offer
2778.41,Std -- No Offer,Standard,No Offer
3314.72,Std -- No Offer,Standard,No Offer
1401.05,Std -- No Offer,Standard,No Offer
250,Std -- No Offer,Standard,No Offer
303.2,Std -- No Offer,Standard,No Offer
1995.13,Std -- No Offer,Standard,No Offer
1611.43,Std -- No Offer,Standard,No Offer
1330.06,Std -- No Offer,Standard,No Offer
2071.45,Std -- No Offer,Standard,No Offer
1992.36,Std -- No Offer,Standard,No Offer
2575.93,Std -- No Offer,Standard,No Offer
1652,Std -- No Offer,Standard,No Offer
1586.96,Std -- No Offer,Standard,No Offer
2155.67,Std -- No Offer,Standard,No Offer
4019.67,Std -- No Offer,Standard,No Offer
3839.71,Std -- No Offer,Standard,No Offer
2104.24,Std -- No Offer,Standard,No Offer
2410.93,Std -- No Offer,Standard,No Offer
1466.08,Std -- No Offer,Standard,No Offer
250,Std -- No Offer,Standard,No Offer
4097.1,Std -- No Offer,Standard,No Offer
625.65,Std -- No Offer,Standard,No Offer
2197.42,Std -- No Offer,Standard,No Offer
431.82,Std -- No Offer,Standard,No Offer
2241.17,Std -- No Offer,Standard,No Offer
1091.45,Std -- No Offer,Standard,No Offer
2707.55,Std -- No Offer,Standard,No Offer
2183.93,Std -- No Offer,Standard,No Offer
1850.26,Std -- No Offer,Standard,No Offer
2675.07,Std -- No Offer,Standard,No Offer
2207.49,Std -- No Offer,Standard,No Offer
2710.95,Std -- No Offer,Standard,No Offer
3361.84,Std -- No Offer,Standard,No Offer
1828.2,Std -- No Offer,Standard,No Offer
4429.02,Std -- No Offer,Standard,No Offer
1812.23,Std -- No Offer,Standard,No Offer
1963.77,Std -- No Offer,Standard,No Offer
402.3,Std -- No Offer,Standard,No Offer
1450.63,Std -- No Offer,Standard,No Offer
1629.68,Std -- No Offer,Standard,No Offer
280.3,Std -- No Offer,Standard,No Offer
862.5,Std -- No Offer,Standard,No Offer
2716.04,Std -- No Offer,Standard,No Offer
283.43,Std -- No Offer,Standard,No Offer
1173.28,Std -- No Offer,Standard,No Offer
661.85,Std -- No Offer,Standard,No Offer
588.46,Std -- No Offer,Standard,No Offer
271.2,Std -- No Offer,Standard,No Offer
312.3,Std -- No Offer,Standard,No Offer
256.66,Std -- No Offer,Standard,No Offer
588.01,Std -- No Offer,Standard,No Offer
457.26,Std -- No Offer,Standard,No Offer
1385.23,Std -- No Offer,Standard,No Offer
4245.11,Std -- No Offer,Standard,No Offer
3753.28,Std -- No Offer,Standard,No Offer
1046.03,Std -- No Offer,Standard,No Offer
3070.3,Std -- No Offer,Standard,No Offer
352.37,Std -- No Offer,Standard,No Offer
1727.55,Std -- No Offer,Standard,No Offer
358.13,Std -- No Offer,Standard,No Offer
250,Std -- No Offer,Standard,No Offer
1814.89,Std -- No Offer,Standard,No Offer
1608.74,Std -- No Offer,Standard,No Offer
286.37,Std -- No Offer,Standard,No Offer
672.35,Std -- No Offer,Standard,No Offer
2346.56,Std -- No Offer,Standard,No Offer
265.11,Std -- No Offer,Standard,No Offer
3947.07,Std -- No Offer,Standard,No Offer
2093.94,Std -- No Offer,Standard,No Offer
2885.84,Std -- No Offer,Standard,No Offer
600.55,Std -- No Offer,Standard,No Offer
2050.68,Std -- No Offer,Standard,No Offer
1242.45,Std -- No Offer,Standard,No Offer
1621.16,Std -- No Offer,Standard,No Offer
2904.57,Std -- No Offer,Standard,No Offer
2174.36,Std -- No Offer,Standard,No Offer
1757.49,Std -- No Offer,Standard,No Offer
1333.53,Std -- No Offer,Standard,No Offer
250,Std -- No Offer,Standard,No Offer
268.47,Std -- No Offer,Standard,No Offer
250,Std -- No Offer,Standard,No Offer
391.19,Std -- No Offer,Standard,No Offer
2011.87,Std -- No Offer,Standard,No Offer
2032.59,Std -- No Offer,Standard,No Offer
346.26,Std -- No Offer,Standard,No Offer
257.77,Std -- No Offer,Standard,No Offer
2943.78,Std -- No Offer,Standard,No Offer
2027.92,Std -- No Offer,Standard,No Offer
3219.49,Std -- No Offer,Standard,No Offer
250,Std -- No Offer,Standard,No Offer
3900.36,Std -- No Offer,Standard,No Offer
2144.57,Std -- No Offer,Standard,No Offer
366.13,Std -- No Offer,Standard,No Offer
1017.8,Std -- No Offer,Standard,No Offer
1214.93,Std -- No Offer,Standard,No Offer
936.84,Std -- No Offer,Standard,No Offer
946.07,Std -- No Offer,Standard,No Offer
250,Std -- No Offer,Standard,No Offer
2349.09,Std -- No Offer,Standard,No Offer
359.23,Std -- No Offer,Standard,No Offer
1331.12,Std -- No Offer,Standard,No Offer
250,Std -- No Offer,Standard,No Offer
1265.37,Std -- No Offer,Standard,No Offer
4793.11,Std -- No Offer,Standard,No Offer
328.55,Std -- No Offer,Standard,No Offer
1929.61,Std -- No Offer,Standard,No Offer
1647.12,Std -- No Offer,Standard,No Offer
1858.71,Std -- No Offer,Standard,No Offer
1558.83,Std -- No Offer,Standard,No Offer
250,Std -- No Offer,Standard,No Offer
2259.14,Std -- No Offer,Standard,No Offer
1785.16,Std -- No Offer,Standard,No Offer
1294.51,Std -- No Offer,Standard,No Offer
2262.42,Std -- No Offer,Standard,No Offer
250,Std -- No Offer,Standard,No Offer
1727.43,Std -- No Offer,Standard,No Offer
250,Std -- No Offer,Standard,No Offer
350.99,Std -- No Offer,Standard,No Offer
2047.32,Std -- No Offer,Standard,No Offer
1664.47,Std -- No Offer,Standard,No Offer
303.47,Std -- No Offer,Standard,No Offer
1790.11,Std -- No Offer,Standard,No Offer
427.87,Std -- No Offer,Standard,No Offer
1987.63,Std -- No Offer,Standard,No Offer
3552.53,Std -- No Offer,Standard,No Offer
537.05,Std -- No Offer,Standard,No Offer
2413.62,Std -- No Offer,Standard,No Offer
1819.9,Std -- No Offer,Standard,No Offer
2306.53,Std -- No Offer,Standard,No Offer
296.23,Std -- No Offer,Standard,No Offer
2897.7,Std -- No Offer,Standard,No Offer
1775.26,Std -- No Offer,Standard,No Offer
1418.38,Std -- No Offer,Standard,No Offer
3001.93,Std -- No Offer,Standard,No Offer
2512.22,Std -- No Offer,Standard,No Offer
279.65,Std -- No Offer,Standard,No Offer
1154.63,Std -- No Offer,Standard,No Offer
2319.01,Std -- No Offer,Standard,No Offer
1551.4,Std -- No Offer,Standard,No Offer
2485.78,Std -- No Offer,Standard,No Offer
2275.87,Std -- No Offer,Standard,No Offer
3031.23,Std -- No Offer,Standard,No Offer
1595.87,Std -- No Offer,Standard,No Offer
260.67,Std -- No Offer,Standard,No Offer
1955.72,Std -- No Offer,Standard,No Offer
1986.46,Std -- No Offer,Standard,No Offer
3715.51,Std -- No Offer,Standard,No Offer
250.01,Std -- No Offer,Standard,No Offer
1340.03,Std -- No Offer,Standard,No Offer
1478.88,Std -- No Offer,Standard,No Offer
2354.39,Std -- No Offer,Standard,No Offer
250,Std -- No Offer,Standard,No Offer
796.84,Std -- No Offer,Standard,No Offer
2148.69,Std -- No Offer,Standard,No Offer
1063.65,Std -- No Offer,Standard,No Offer
1153.14,Std -- No Offer,Standard,No Offer
2289.44,Std -- No Offer,Standard,No Offer
250,Std -- No Offer,Standard,No Offer
265.34,Std -- No Offer,Standard,No Offer
703.13,Std -- No Offer,Standard,No Offer
263.83,Std -- No Offer,Standard,No Offer
2560.21,Std -- No Offer,Standard,No Offer
1135.43,Std -- No Offer,Standard,No Offer
260.93,Std -- No Offer,Standard,No Offer
3447.45,Std -- No Offer,Standard,No Offer
2722.74,Std -- No Offer,Standard,No Offer
2056.26,Std -- No Offer,Standard,No Offer
2517.89,Std -- No Offer,Standard,No Offer
296.52,Std -- No Offer,Standard,No Offer
1533.63,Std -- No Offer,Standard,No Offer
379.29,Std -- No Offer,Standard,No Offer
2034.81,Std -- No Offer,Standard,No Offer
1730.16,Std -- No Offer,Standard,No Offer
571.95,Std -- No Offer,Standard,No Offer
2868.68,Std -- No Offer,Standard,No Offer
918.24,Std -- No Offer,Standard,No Offer
391,Std -- No Offer,Standard,No Offer
2578.59,Std -- No Offer,Standard,No Offer
1671.39,Std -- No Offer,Standard,No Offer
1336.24,Std -- No Offer,Standard,No Offer
1922.11,Std -- No Offer,Standard,No Offer
1642.09,Std -- No Offer,Standard,No Offer
460.92,Std -- No Offer,Standard,No Offer
258.11,Std -- No Offer,Standard,No Offer
2335.3,Std -- No Offer,Standard,No Offer
2348.67,Std -- No Offer,Standard,No Offer
295.05,Std -- No Offer,Standard,No Offer
2169.24,Std -- No Offer,Standard,No Offer
1488.61,Std -- No Offer,Standard,No Offer
393.11,Std -- No Offer,Standard,No Offer
3824.84,Std -- No Offer,Standard,No Offer
368.68,Std -- No Offer,Standard,No Offer
3253.4,Std -- No Offer,Standard,No Offer
2306.15,Std -- No Offer,Standard,No Offer
371.36,Std -- No Offer,Standard,No Offer
371.21,Std -- No Offer,Standard,No Offer
1874.92,Std -- No Offer,Standard,No Offer
1747,Std -- No Offer,Standard,No Offer
278.06,Std -- No Offer,Standard,No Offer
1778.46,Std -- No Offer,Standard,No Offer
1803.92,Std -- No Offer,Standard,No Offer
2830.13,Std -- No Offer,Standard,No Offer
1293.48,Std -- No Offer,Standard,No Offer
1580.61,Std -- No Offer,Standard,No Offer
1082.81,Std -- No Offer,Standard,No Offer
1743.66,Std -- No Offer,Standard,No Offer
2466.25,Std -- No Offer,Standard,No Offer
2569.99,Std -- No Offer,Standard,No Offer
4653.27,Std -- No Offer,Standard,No Offer
643.59,Std -- No Offer,Standard,No Offer
423.85,Std -- No Offer,Standard,No Offer
1085.63,Std -- No Offer,Standard,No Offer
2320.67,Std -- No Offer,Standard,No Offer
1648.47,Std -- No Offer,Standard,No Offer
1884.06,Std -- No Offer,Standard,No Offer
806.86,Std -- No Offer,Standard,No Offer
2058.14,Std -- No Offer,Standard,No Offer
278.27,Std -- No Offer,Standard,No Offer
1718.54,Std -- No Offer,Standard,No Offer
3050.24,Std -- No Offer,Standard,No Offer
655.12,Std -- No Offer,Standard,No Offer
262.55,Std -- No Offer,Standard,No Offer
3216.28,Std -- No Offer,Standard,No Offer
1553.91,Std -- No Offer,Standard,No Offer
485.96,Std -- No Offer,Standard,No Offer
1053.26,Std -- No Offer,Standard,No Offer
1948.22,Std -- No Offer,Standard,No Offer
2883.32,Std -- No Offer,Standard,No Offer
2151.97,Std -- No Offer,Standard,No Offer
536.13,Std -- No Offer,Standard,No Offer
2864.86,Std -- No Offer,Standard,No Offer
765.41,Std -- No Offer,Standard,No Offer
1537.46,Std -- No Offer,Standard,No Offer
3209.68,Std -- No Offer,Standard,No Offer
2304.6,Std -- No Offer,Standard,No Offer
250,Std -- No Offer,Standard,No Offer
2091.18,Std -- No Offer,Standard,No Offer
1892.92,Std -- No Offer,Standard,No Offer
2228.91,Std -- No Offer,Standard,No Offer
3612.2,Std -- No Offer,Standard,No Offer
3027.57,Std -- No Offer,Standard,No Offer
2221.47,Std -- No Offer,Standard,No Offer
1790.2,Std -- No Offer,Standard,No Offer
250,Std -- No Offer,Standard,No Offer
434.63,Std -- No Offer,Standard,No Offer
-472.19,Std -- No Offer,Standard,No Offer
652.99,Std -- No Offer,Standard,No Offer
261.75,Std -- No Offer,Standard,No Offer
250,Std -- No Offer,Standard,No Offer
4257.51,Std -- No Offer,Standard,No Offer
1669.03,Std -- No Offer,Standard,No Offer
423.58,Std -- No Offer,Standard,No Offer
1999.55,Std -- No Offer,Standard,No Offer
2406.8,Std -- No Offer,Standard,No Offer
253.24,Std -- No Offer,Standard,No Offer
2447.97,Std -- No Offer,Standard,No Offer
2206.15,Std -- No Offer,Standard,No Offer
1942.84,Std -- No Offer,Standard,No Offer
1975.38,Std -- No Offer,Standard,No Offer
3374.39,Std -- No Offer,Standard,No Offer
1189.44,Std -- No Offer,Standard,No Offer
1821.76,Std -- No Offer,Standard,No Offer
250,Std -- No Offer,Standard,No Offer
1779.52,Std -- No Offer,Standard,No Offer
2241.85,Std -- No Offer,Standard,No Offer
2217.98,Std -- No Offer,Standard,No Offer
786.05,Std -- No Offer,Standard,No Offer
473.92,Std -- No Offer,Standard,No Offer
1031.06,Std -- No Offer,Standard,No Offer
268.76,Std -- No Offer,Standard,No Offer
3155.39,Std -- No Offer,Standard,No Offer
1586.41,Std -- No Offer,Standard,No Offer
1908.56,Std -- No Offer,Standard,No Offer
283.33,Std -- No Offer,Standard,No Offer
636.41,Std -- No Offer,Standard,No Offer
1858.1,Std -- No Offer,Standard,No Offer
2435.57,Std -- No Offer,Standard,No Offer
1131.52,Std -- No Offer,Standard,No Offer
263.86,Std -- No Offer,Standard,No Offer
1275.39,Std -- No Offer,Standard,No Offer
759.57,Std -- No Offer,Standard,No Offer
1506.64,Std -- No Offer,Standard,No Offer
1873.68,Std -- No Offer,Standard,No Offer
273.01,Std -- No Offer,Standard,No Offer
2355.17,Std -- No Offer,Standard,No Offer
557.63,Std -- No Offer,Standard,No Offer
1763.86,Std -- No Offer,Standard,No Offer
1673.42,Std -- No Offer,Standard,No Offer
1376.76,Std -- No Offer,Standard,No Offer
2178.41,Std -- No Offer,Standard,No Offer
2687.35,Std -- No Offer,Standard,No Offer
1350.1,Std -- No Offer,Standard,No Offer
254.59,Std -- No Offer,Standard,No Offer
410.07,Std -- No Offer,Standard,No Offer
250,Std -- No Offer,Standard,No Offer
2693.86,Std -- No Offer,Standard,No Offer
355.1,Std -- No Offer,Standard,No Offer
606.26,Std -- No Offer,Standard,No Offer
250,Std -- No Offer,Standard,No Offer
695.94,Std -- No Offer,Standard,No Offer
250.01,Std -- No Offer,Standard,No Offer
1450.8,Std -- No Offer,Standard,No Offer
1367.45,Std -- No Offer,Standard,No Offer
1756.78,Std -- No Offer,Standard,No Offer
236.67,Std -- No Offer,Standard,No Offer
1328.21,Std -- No Offer,Standard,No Offer
2060.28,Std -- No Offer,Standard,No Offer
